source_document_year,source_url,source_pages,source_section,source_type,provider_bytes_bundled,year,programme_code,programme_name,degree,institution_code,institution_name,vacancies,applicants,first_choice_applicants,placements,first_choice_placements,last_placed_general_contingent_grade,mean_application_grade_placed,mean_entrance_exam_grade_placed,mean_secondary_grade_placed
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,200,1061,382,200,130,156.8,164.5,149.3,172.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,70,349,50,70,29,139.7,149.1,124.2,162.5
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,70,251,73,70,45,132.3,143.9,126.1,153.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,80,183,32,47,32,112.6,139.2,122.4,148.2
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,66,213,44,65,44,112.6,139.5,122.6,148.5
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,60,99,7,11,7,128.8,146.2,125.8,157.1
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,6800,ISCTE - Instituto Universitário de Lisboa,60,632,91,60,36,156.0,162.6,162.5,162.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,0170,Universidade dos Açores - Faculdade de Economia e Gestão,50,102,46,50,40,127.2,149.6,140.6,154.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,0300,Universidade de Aveiro,45,611,93,46,27,168.8,174.2,169.1,177.6
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,0400,Universidade da Beira Interior,70,486,101,70,32,157.5,166.2,169.5,164.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,0503,Universidade de Coimbra - Faculdade de Economia,99,744,144,99,55,160.0,165.3,160.1,170.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,0604,Universidade de Évora - Escola de Ciências Sociais,68,438,114,68,43,151.7,159.4,160.2,159.0
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,0904,Universidade Nova de Lisboa - Faculdade de Economia,290,1235,593,298,280,172.5,180.0,180.0,180.1
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,1000,Universidade do Minho,91,740,175,93,65,169.4,174.7,167.4,179.6
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,1104,Universidade do Porto - Faculdade de Economia,225,1129,517,227,204,175.8,183.2,180.9,185.5
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,69,500,110,69,27,160.2,167.8,169.1,167.1
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,1308,Universidade da Madeira - Faculdade de Ciências Sociais,70,155,86,70,60,134.8,153.1,147.2,157.8
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,180,1560,211,180,31,161.3,165.4,162.1,168.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,110,235,41,93,41,116.4,135.4,125.1,141.0
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,45,123,9,30,9,112.6,132.9,116.4,141.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,39,331,19,39,8,140.9,145.5,136.6,150.2
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",76,412,96,76,49,144.5,149.3,149.2,149.3
